Albania,#genre#
Якутия 24,https://live-saha.cdnvideo.ru/saha2/yak24rtmp_live.smil/playlist.m3u8
360 Новости,https://live-vgtrksmotrim.cdnvideo.ru/vgtrksmotrim/smotrim-live-03-srt.smil/playlist.m3u8
Небеса ТВ7 Ⓢ,https://vod.tv7.fi/tv7-ru/tv7-ru.smil/playlist.m3u8
Север,https://live.mediacdn.ru/sr1/sever/playlist.m3u8
Соловьёв Live,https://player.smotrim.ru/iframe/stream/live_id/63338
Ю Ⓢ,https://strm.yandex.ru/kal/utv/utv0.m3u8
Матч! Планета Ⓢ,http://212.0.211.102:9999/play/a00b/index.m3u8
San Marino,#genre#
San Marino Rtv,https://d2hrvno5bw6tg2.cloudfront.net/smrtv-ch01/_definst_/smil:ch-01.smil/chunklist_b2192000_slita.m3u8
San Marino Rtv Sport,https://d2hrvno5bw6tg2.cloudfront.net/smrtv-ch02/_definst_/smil:ch-02.smil/chunklist_b1692000_slita.m3u8
Saudi Arabia,#genre#
Al Saudiya,https://shls-masr2-ak.akamaized.net/out/v1/5ae66b453b62403199811ab78da9982a/index.m3u8
SBC Saudi Arabia,https://sbc-prod-dub-ak.akamaized.net/out/v1/2eb1ad0f29984a339bc0fce4ce94dcbb/index.m3u8
Thikrayat,https://edge.taghtia.com/sa/3.m3u8
Al Ekhbariya,https://al-ekhbaria-prod-dub.shahid.net/out/v1/d443f3203b444032896e3233cb6eaa84/index.m3u8
Al Saudiya Alaan,https://edge.taghtia.com/sa/17.m3u8
KSA Sports 1,https://edge.taghtia.com/sa/9.m3u8
KSA Sports 2,https://edge.taghtia.com/sa/10.m3u8
KSA Sports 3,https://edge.taghtia.com/sa/16.m3u8
Al Quran Al Kareem TV,https://edge.taghtia.com/sa/7.m3u8
Al Sunnah Al Nabawiyah TV,https://edge.taghtia.com/sa/6.m3u8
Serbia,#genre#
RTS 1,https://webtvstream.bhtelecom.ba/rts1.m3u8
RTS 2,https://webtvstream.bhtelecom.ba/rts2.m3u8
Euronews Serbia,https://d1ei8ofhgfmkac.cloudfront.net/app-19518-1306/ngrp:QoZfNjsg_all/playlist.m3u8
Slovakia,#genre#
Jednotka,https://sktv-forwarders.7m.pl/get.php?x=STV1
Dvojka,https://sktv-forwarders.7m.pl/get.php?x=STV2
24,https://sktv-forwarders.7m.pl/get.php?x=STV24
RTVS Šport,https://sktv-forwarders.7m.pl/get.php?x=SPORT
NR SR,https://sktv-forwarders.7m.pl/get.php?x=NR_SR
JOJ,https://live.cdn.joj.sk/live/andromeda/joj-1080.m3u8
JOJ Plus,https://live.cdn.joj.sk/live/andromeda/plus-1080.m3u8
WAU,https://live.cdn.joj.sk/live/andromeda/wau-1080.m3u8
JOJ 24,https://live.cdn.joj.sk/live/andromeda/joj_news-1080.m3u8
JOJ Šport,https://live.cdn.joj.sk/live/andromeda/joj_sport-1080.m3u8
Senzi,http://lb.streaming.sk/senzi/stream/playlist.m3u8
TA3 Ⓢ,https://sktv-forwarders.7m.pl/get.php?x=TA3
Slovenia,#genre#
TV SLO 1,https://www.tvkaista.net/stream-forwarder/get.php?x=TVSLO1
TV SLO 2,https://www.tvkaista.net/stream-forwarder/get.php?x=TVSLO2
TV SLO 3,https://www.tvkaista.net/stream-forwarder/get.php?x=TVSLO3
TV Koper/Capodistria,https://www.tvkaista.net/stream-forwarder/get.php?x=TVKC
TV Maribor,https://www.tvkaista.net/stream-forwarder/get.php?x=TVMaribor
MMC TV,https://www.tvkaista.net/stream-forwarder/get.php?x=MMCTV
Nova 24 TV Ⓨ,https://www.youtube.com/@Nova24TVSlovenija/live
Folx Slovenija,https://cdne.folxplay.tv/folx-trz/streams/ch-5/master.m3u8
Somalia,#genre#
Dacwa TV Ⓢ,https://ap02.iqplay.tv:8082/iqb8002/d13w1/playlist.m3u8
MM Somali TV Ⓢ,https://cdn.mediavisionuk.com:9000/MMTV/index.m3u8
Puntland TV Ⓢ,http://cdn.mediavisionuae.com:1935/live/putlandtv2.stream/playlist.m3u8
Saab TV Ⓢ,https://ap02.iqplay.tv:8082/iqb8002/s03btv/playlist.m3u8
SBC Somalia Ⓢ,http://cdn.mediavisionuae.com:1935/live/sbctv.stream/playlist.m3u8
SNTV Daljir Ⓢ,https://ap02.iqplay.tv:8082/iqb8002/s2tve/playlist.m3u8
Somali Cable TV Ⓢ,https://ap02.iqplay.tv:8082/iqb8002/somc131/playlist.m3u8
Somali National TV Ⓢ,https://ap02.iqplay.tv:8082/iqb8002/s4ne/playlist.m3u8
Spain,#genre#
La 1,https://rtvelivestream-clnx.rtve.es/rtvesec/la1/la1_main_720.m3u8
La 2,https://rtvelivestream-clnx.rtve.es/rtvesec/la2/la2_main_1080.m3u8
24h,https://rtvelivestream-clnx.rtve.es/rtvesec/24h/24h_main_720.m3u8
tdp,https://rtvelivestream-clnx.rtve.es/rtvesec/tdp/tdp_main_1080.m3u8
clan,https://rtvelivestream-clnx.rtve.es/rtvesec/clan/clan_main_720.m3u8
Telemadrid,https://telemadridhls2-live-hls.secure2.footprint.net/egress/chandler/telemadrid/telemadrid_1/bitrate_1.m3u8
La Otra,https://laotrahls2-live-hls.secure2.footprint.net/egress/chandler/telemadrid/laotra_1/bitrate_1.m3u8
Canal Sur Andalucía,https://cdnlive.codev8.net/rtvalive/smil:channel1.smil/chunklist_b2200000.m3u8
La 7 CYLTV,https://cdnlive.shooowit.net/la7live/smil:channel1.smil/chunklist_b2200000.m3u8
La 8 León,https://cdnlive.shooowit.net/la8leonlive/smil:streamswitchingchannel.smil/chunklist_b2200000.m3u8
Televisión Canaria Ⓨ,https://www.youtube.com/user/TelevisionCanaria/live
IB3 Global Ⓨ,https://www.youtube.com/c/ib3/live
Canal Extremadura,https://cdnlive.shooowit.net/canalextremaduralive/smil:channel1.smil/chunklist_b1500000.m3u8
Aragón TV,https://cartv.streaming.aranova.es/hls/live/aragontv_canal1.m3u8
EITB1,https://multimedia.eitb.eus/live-content/etb1hd-hls/bitrate_4.m3u8
EITB2,https://multimedia.eitb.eus/live-content/etb2hd-hls/bitrate_4.m3u8
TV3 Cat,https://directes-tv-es.ccma.cat/live-origin/tvc-hls/bitrate_3.m3u8
3/24,https://directes-tv-int.ccma.cat/live-content/canal324-hls/master.m3u8
Bon Dia,https://directes-tv-int.ccma.cat/live-content/bondia-hls/bitrate_3.m3u8
Super3,https://directes-tv-es.ccma.cat/live-origin/c33-super3-hls/bitrate_3.m3u8
À Punt TV,https://bcovlive-a.akamaihd.net/469e448f034b4d46afa4bcac53297d60/eu-central-1/6057955885001/profile_0/chunklist_dvr.m3u8
7 Región de Murcia,https://rtv-murcia-live.globalmest.com/stream/abr/first_1080.m3u8
Spain VOD,#genre#
HQM Arabic,https://livelist01.yowi.tv/lista/39596c72840d27b213caf4e58c39599a6f2ed203/master.m3u8
HQM Baladas,https://livelist01.yowi.tv/lista/5d7d2c21e0ec7a8a99fd1fdbc52cbdc0782f77fc/master.m3u8
HQM Blues,https://livelist01.yowi.tv/lista/81c601f370e44dc566113fd752204be5f5f53b61/master.m3u8
HQM Chill Out,https://livelist01.yowi.tv/lista/183a351ddb0e57af6d735256226e6033c32219ab/master.m3u8
HQM Classic,https://livelist01.yowi.tv/lista/f04129475945936b248aa723de56519ea2ff10fc/master.m3u8
HQM Dance,https://livelist01.yowi.tv/lista/57cf2f51b07ff21988a7a6f0270a66d41086d4a4/master.m3u8
HQM Folk,https://livelist01.yowi.tv/lista/9f5310c179e8e840188d183be235f755b18cf703/master.m3u8
HQM Gym,https://livelist01.yowi.tv/lista/abb87f329d0ed03072b1930e9636a53e8076c8d5/master.m3u8
HQM Hip Hop,https://livelist01.yowi.tv/lista/8327abc87895df4c76db1155435fdca6a3607bbd/master.m3u8
HQM Hits,https://livelist01.yowi.tv/lista/5e2db2017a8fd03f73b40ede363d1a586db4e9a6/master.m3u8
HQM Jazz,https://livelist01.yowi.tv/lista/f204aa5b3f0691e69851b54b7746ef09ede26f6a/master.m3u8
HQM Kids,https://livelist01.yowi.tv/lista/e4bc12dafe33c3ceb3e382e3acc0ec2c012cf7fd/master.m3u8
HQM Latin,https://livelist01.yowi.tv/lista/9a4da7871ec57b4b63ed49597a13d09869172be0/master.m3u8
HQM Pop,https://livelist01.yowi.tv/lista/eb2fa68a058a701fa5bd2c80f6c8a6075896f71d/master.m3u8
HQM Relax,https://livelist01.yowi.tv/lista/dc1b71c6fda2e687050facaa7242062cbf5a7f2a/master.m3u8
HQM Remember,https://livelist01.yowi.tv/lista/57c98e2e295a0b69b52dc5f84edc4b1b68783ba2/master.m3u8
HQM Rock,https://livelist01.yowi.tv/lista/0d6c7ccfac89946bfd41ae34c527e8d94734065c/master.m3u8
HQM Spanish,https://livelist01.yowi.tv/lista/8635ae40f8d1a32eccd63d1f58b55662c9c98f9f/master.m3u8
Sweden,#genre#
SVT 1 Ⓖ,https://ed2.cdn.svt.se/ed7/d1/c/se/svt1/manifest.mpd?defaultSubLang=1
SVT 2 Ⓖ,https://ed2.cdn.svt.se/ed7/d1/c/se/svt2/manifest.mpd?defaultSubLang=1
ATG Live Ⓢ,https://httpcache0-00688-cacheliveedge0.dna.qbrick.com/00688-cacheliveedge0/out/u/atg_sdi_1_free.m3u8
Expressen TV,https://cdn0-03837-liveedge0.dna.ip-only.net/03837-liveedge0/smil:03837-tx2/playlist.m3u8
Kanal 10 Sverige,https://rrr.sz.xlcdn.com/?account=cn_kanal10media&file=live_transcoded&type=live&service=wowza&protocol=https&output=playlist.m3u8
SVT 24 Ⓖ,https://ed2.cdn.svt.se/ed7/d1/c/se/svtb/manifest.mpd?defaultSubLang=1
Kunskapskanalen Ⓖ,https://ed2.cdn.svt.se/ed7/d1/c/se/svtk/manifest.mpd?defaultSubLang=1
Di TV,https://cdn0-03837-liveedge0.dna.ip-only.net/03837-liveedge0/smil:03837-tx4/playlist.m3u8
Öppna Kanalen Stockholm Ⓢ,https://edg03-prd-se-ixn.solidtango.com/edge/451iw2h/playlist.m3u8
Öppna Kanalen Malmö Ⓢ,https://edg01-prd-de-ixn.solidtango.com/edge/_8ynhbua3_/8ynhbua3/manifest.m3u8
Västmanlands TV,https://edg01-prd-se-dcs.solidtango.com/edge/lo9yf4l5/playlist.m3u8
Sundskanalen,https://stream.sundskanalen.se/live/view/index.m3u8
Öppna Kanalen Skövde,https://edg01-prd-de-ixn.solidtango.com/edge/_c6697zkv_/c6697zkv/manifest.m3u8
Lokal-TV Uddevalla / Fyrbodal-TV Ⓨ,https://www.youtube.com/@LtvuSeTube/live
Aryen TV,https://aryen.tv/live/tv/playlist.m3u8
Suryoyo Sat,https://player-api.new.livestream.com/accounts/10187302/events/6785118/broadcasts/237816618.secure.m3u8
Switzerland,#genre#
SRF 1,http://51.91.73.99:25461/sweden/PM66f7Y43H/25849
TVO,https://cdnapisec.kaltura.com/p/1719221/sp/171922100/playManifest/entryId/1_t5h46v64/format/applehttp/protocol/https/a.m3u8
RTS Un,http://hotiptv.site:8080/zkby2013/1d469e6d9e42/67585
TVM 3,http://livevideo.infomaniak.com/streaming/livecast/tvm3/playlist.m3u8
RSI La 1,http://190.2.155.162/RSI1/index.m3u8
RSI La 2,http://190.2.155.162/RSI2/index.m3u8
Teleticino,https://livestream.gruppocdt.ch/hls/teleticino.m3u8
Taiwan,#genre#
CTV News Channel (中視新聞台) Ⓨ,https://www.youtube.com/watch?v=TCnaIE_SAtM
PTS Taigi (公視台語台) Ⓨ Ⓖ,https://www.youtube.com/watch?v=6KlRR_DGhmI
TaiwanPlus Ⓨ,https://www.youtube.com/watch?v=dZp87qnWelE
民視無線台,http://seb.sason.top/ptv/ftv.php?id=ms
FTV One (民視第一台),http://seb.sason.top/ptv/ftv.php?id=dy
FTV News (民視新聞台) Ⓨ,https://www.youtube.com/watch?v=ylYJSBUgaMA
FTV Taiwan (民視台灣台),http://seb.sason.top/ptv/ftv.php?id=tw
TTV Main Channel (臺灣電視台) Ⓨ Ⓖ,https://www.youtube.com/watch?v=uDqQo8a7Xmk
TTV News (台視新聞台) Ⓨ,https://www.youtube.com/watch?v=xL0ch83RAK8
Congress Channel 1 Ⓨ,https://www.youtube.com/watch?v=4HysYHJ6GkY
Congress Channel 2 Ⓨ,https://www.youtube.com/watch?v=RAP4h3q6_Sg
Trinidad,#genre#
CNC3,https://sktv-forwarders.7m.pl/get.php?x=CNC3
Synergy TV,https://sktv-forwarders.7m.pl/get.php?x=Synergy_TV
TTT,https://sktv-forwarders.7m.pl/get.php?x=TTT
Turkey,#genre#
TRT 1,https://tv-trt1.medya.trt.com.tr/master.m3u8
TRT 2 Ⓖ,https://tv-trt2.medya.trt.com.tr/master.m3u8
TRT Haber,https://tv-trthaber.medya.trt.com.tr/master.m3u8
TRT Spor Ⓖ,https://tv-trtspor1.medya.trt.com.tr/master.m3u8
TRT Çocuk,https://tv-trtcocuk.medya.trt.com.tr/master.m3u8
TRT Belgesel,https://tv-trtbelgesel.medya.trt.com.tr/master.m3u8
TRT Avaz,https://tv-trtavaz.medya.trt.com.tr/master.m3u8
TRT Kurdî,https://tv-trtkurdi.medya.trt.com.tr/master.m3u8
TRT Arabi,https://tv-trtarabi.medya.trt.com.tr/master.m3u8
TRT World,https://tv-trtworld.medya.trt.com.tr/master.m3u8
TRT Türk,https://tv-trtturk.medya.trt.com.tr/master.m3u8
UK,#genre#
BBC One,http://92.114.85.81:8000/play/a001/index.m3u8
BBC Two,http://92.114.85.81:8000/play/a011/index.m3u8
ITV 1,http://92.114.85.81:8000/play/a00y/index.m3u8
STV Ⓖ,https://csm-e-ces1aeuw1live102-083090b15a93b4fdd.tls1.yospace.com/csm/live/139900483.m3u8?yo.l=true&yo.ls=2,3,4,5,6&yo.p=3&yo.oh=Y3NtLWUtc3R2LWViLnRsczEueW9zcGFjZS5jb20=
UTV,http://92.114.85.81:8000/play/a04s/index.m3u8
Channel 4,http://92.114.85.77:8000/play/a0b9
S4C Ⓖ,https://live-uk.s4c-cdn.co.uk/out/v1/a0134f1fd5a2461b9422b574566d4442/live_uk.m3u8
Channel 5,http://92.114.85.81:8000/play/a01g/index.m3u8
ITV 2,http://92.114.85.77:8000/play/a041
BBC Alba,http://92.114.85.81:8000/play/a04i/index.m3u8
BBC Four,http://92.114.85.81:8000/play/a007/index.m3u8
BBC Scotland Ⓢ Ⓖ,https://vs-hls-pushb-uk-live.akamaized.net/x=4/i=urn:bbc:pips:service:bbc_scotland_hd/pc_hd_abr_v2.m3u8
ITV 3,http://92.114.85.77:8000/play/a04z
Sky Arts Ⓢ,http://92.114.85.62:8000/play/a00a
Quest UK,http://92.114.85.81:8000/play/a055/index.m3u8
E4 Ⓢ,http://92.114.85.81:8000/play/a02c/index.m3u8
Film4 Ⓢ,http://92.114.85.81:8000/play/a029/index.m3u8
QVC UK Ⓢ,https://d1txbbj1u9asam.cloudfront.net/live/qvcuk_main_clean/bitrate1.isml/3/prog_index.m3u8
Really Ⓢ,http://92.114.85.80:8000/play/a04x
More4 Ⓢ,http://92.114.85.81:8000/play/a03p/index.m3u8
Dave Ⓢ,http://92.114.85.81:8000/play/a044/index.m3u8
Drama Ⓢ,http://92.114.85.81:8000/play/a03z/index.m3u8
5USA Ⓢ,http://92.114.85.81:8000/play/a01a/index.m3u8
TJC,https://cdn-shop-lc-01.akamaized.net/Content/HLS_HLS/Live/channel(TJCOTT)/index.m3u8
BBC Three,http://92.114.85.81:8000/play/a017/index.m3u8
W Ⓢ,http://92.114.85.81:8000/play/a03x/index.m3u8
ITV 4,http://92.114.85.77:8000/play/a05z
Yesterday Ⓢ,http://92.114.85.81:8000/play/a03v/index.m3u8
ITVBe Ⓢ,http://92.114.85.77:8000/play/a09h
E4 Extra Ⓢ,http://92.114.85.81:8000/play/a03r/index.m3u8
5Star Ⓢ,http://92.114.85.81:8000/play/a01c/index.m3u8
5Action Ⓢ,http://92.114.85.81:8000/play/a01h/index.m3u8
Great! Movies Ⓢ,http://92.114.85.81:8000/play/a00f/index.m3u8
Sky Mix Ⓢ,http://92.114.85.79:8000/play/a0c7
DMAX Ⓢ,http://92.114.85.81:8000/play/a03b/index.m3u8
Quest Red Ⓢ,http://92.114.85.81:8000/play/a03d/index.m3u8
Legend Ⓢ,http://92.114.85.81:8000/play/a01p/index.m3u8
Great! Action Ⓢ,http://92.114.85.81:8000/play/a00e/index.m3u8
Food Network UK Ⓢ,http://92.114.85.79:8000/play/a0ci
HGTV Ⓢ,http://92.114.85.81:8000/play/a037/index.m3u8
GemsTV Ⓢ,http://57d6b85685bb8.streamlock.net:1935/abrgemporiaukgfx/livestream_360p/index.m3u8
5Select Ⓢ,http://92.114.85.81:8000/play/a01d/index.m3u8
Challenge Ⓢ,http://92.114.85.80:8000/play/a03s
4seven Ⓢ,http://92.114.85.80:8000/play/a01a
Great! TV Ⓢ,http://92.114.85.81:8000/play/a00q/index.m3u8
Ideal World Ⓨ,https://www.youtube.com/@IdealWorldTV/live
Great! Christmas Ⓢ,http://92.114.85.79:8000/play/a06i
Blaze Ⓢ,http://92.114.85.77:8000/play/a0ak
That's 60s Ⓢ,http://92.114.85.79:8000/play/a0bq
TBN UK Ⓢ,http://92.114.85.79:8000/play/a08g
CBS reality UK Ⓢ,http://92.114.85.81:8000/play/a01t/index.m3u8
RealityXtra Ⓢ,http://92.114.85.81:8000/play/a01o/index.m3u8
HorrorXtra Ⓢ,http://92.114.85.81:8000/play/a01m/index.m3u8
That's 70s Ⓢ,http://92.114.85.81:8000/play/a01l/index.m3u8
Jewellery Maker,https://lo2-1.gemporia.com/abrjewellerymaker/smil:livestream.smil/playlist.m3u8
Hobby Maker,https://lo2-1.gemporia.com/abrhobbymakerukgfx/smil:livestreamFullHD.smil/playlist.m3u8
That's 80s Ⓢ,http://92.114.85.81:8000/play/a01y/index.m3u8
EarthXTV,http://92.114.85.81:8000/play/a04c/index.m3u8
Talking Pictures TV Ⓢ,http://92.114.85.79:8000/play/a0bt
Together TV Ⓢ,http://92.114.85.80:8000/play/a03r
PBS America,https://pbs-samsunguk.amagi.tv/playlist.m3u8
Create & Craft,https://live-hochanda.simplestreamcdn.com/live2/hochanda/bitrate1.isml/live.m3u8
CBBC Ⓖ,https://vs-hls-pushb-uk-live.akamaized.net/x=4/i=urn:bbc:pips:service:cbbc_hd/t=3840/v=pv14/b=5070016/main.m3u8
CBeebies Ⓖ,https://vs-hls-pushb-uk-live.akamaized.net/x=4/i=urn:bbc:pips:service:cbeebies_hd/t=3840/v=pv14/b=5070016/main.m3u8
Pop Ⓢ,http://92.114.85.81:8000/play/a00j/index.m3u8
Tiny Pop Ⓢ,http://92.114.85.81:8000/play/a00i/index.m3u8
Pop Max Ⓢ,https://live-sonybebanjo.simplestreamcdn.com/live8/popmax/bitrate1.isml/live.m3u8
BBC News,http://92.114.85.81:8000/play/a00a/index.m3u8
BBC Parliament Ⓢ Ⓖ,https://vs-hls-pushb-uk-live.akamaized.net/x=4/i=urn:bbc:pips:service:bbc_parliament/pc_hd_abr_v2.m3u8
Sky News,https://linear021-gb-hls1-prd-ak.cdn.skycdp.com/Content/HLS_001_hd/Live/channel(skynews)/index_mob.m3u8
GB News,https://live-gbnews.simplestreamcdn.com/live5/gbnews/bitrate1.isml/manifest.m3u8
TalkTV,https://live-talktv-ssai.simplestreamcdn.com/v1/master/82267e84b9e5053b3fd0ade12cb1a146df74169a/talktv-live/index.m3u8
Arise News,https://liveedge-arisenews.visioncdn.com/live-hls/arisenews/arisenews/arisenews_web/master.m3u8
Court TV UK Ⓢ,http://92.114.85.79:8000/play/a0bb
France 24,http://92.114.85.80:8000/play/a03l
Bloomberg TV,http://92.114.85.80:8000/play/a03o
NHK World Japan,https://nhkwlive-ojp.akamaized.net/hls/live/2003459/nhkwlive-ojp-en/index_4M.m3u8
CNBC HD,http://92.114.85.77:8000/play/a0b6
Arirang World,http://92.114.85.80:8000/play/a01e
TRT World,https://api.trtworld.com/livestream/v1/WcM3Oa2LHD9iUjWDSRUI335NkMWVTUV351H56dqC/master.m3u8
SportyStuff TV,https://cdn.rtmp1.vodhosting.com/hls/SportyStuffTV.m3u8
4Music Ⓖ,https://csm-e-boxplus.tls1.yospace.com/csm/extlive/boxplus01,boxhits-alldev.m3u8?spotxc1=195996&spotxc2=190878&yo.up=https://boxtv.secure.footprint.net/boxhits/
The Box Ⓖ,https://csm-e-boxplus.tls1.yospace.com/csm/extlive/boxplus01,thebox-alldev.m3u8?yo.up=https://boxtv.secure.footprint.net/thebox/
KISS Ⓖ,https://csm-e-boxplus.tls1.yospace.com/csm/extlive/boxplus01,kiss-alldev.m3u8?spotxc1=195996&spotxc2=190878&yo.up=https://boxtv.secure.footprint.net/kiss/
Magic Ⓖ,https://csm-e-boxplus.tls1.yospace.com/csm/extlive/boxplus01,magic-alldev.m3u8?yo.up=https%3A%2F%2Fboxtv.secure.footprint.net%2Fmagic%2F&spotxc1=195996&spotxc2=190878
Kerrang!,https://csm-e-boxplus.tls1.yospace.com/csm/extlive/boxplus01,kerrang-alldev.m3u8?yo.up=http://boxtv-origin-elb.cds1.yospace.com/uploads/kerrang/
Inspiration TV UK Ⓢ,http://92.114.85.77:8000/play/a0am
QVC Beauty,http://live.qvcuk.simplestreamcdn.com/live/qvcuk_beauty_clean/bitrate1.isml/live.m3u8
QVC Extra,https://live-qvcuk.simplestreamcdn.com/live/qvcuk_extra_clean/bitrate1.isml/live.m3u8
QVC Style,http://live.qvcuk.simplestreamcdn.com/live/qvcuk_style_clean/bitrate1.isml/live.m3u8
Trace Vault,http://92.114.85.79:8000/play/a09n
Now 70s,https://lightning-now70s-samsungnz.amagi.tv/playlist.m3u8
Now 80s,https://lightning-now80s-samsunguk.amagi.tv/playlist.m3u8
Now Rock,https://lightning-now90s-samsungnz.amagi.tv/playlist.m3u8
Clubland TV Ⓢ,http://92.114.85.79:8000/play/a0cx
Craft Extra Ⓢ,http://92.114.85.79:8000/play/a0df
BBC Radio 1,http://as-hls-ww-live.akamaized.net/pool_904/live/ww/bbc_radio_one/bbc_radio_one.isml/bbc_radio_one-audio%3d96000.norewind.m3u8
BBC Radio 2,http://as-hls-ww-live.akamaized.net/pool_904/live/ww/bbc_radio_two/bbc_radio_two.isml/bbc_radio_two-audio%3d96000.norewind.m3u8
BBC Radio 3,http://as-hls-ww-live.akamaized.net/pool_904/live/ww/bbc_radio_three/bbc_radio_three.isml/bbc_radio_three-audio%3d96000.norewind.m3u8
BBC Radio 4,http://as-hls-ww-live.akamaized.net/pool_904/live/ww/bbc_radio_fourfm/bbc_radio_fourfm.isml/bbc_radio_fourfm-audio%3d96000.norewind.m3u8
BBC Radio 5 Live,http://as-hls-ww-live.akamaized.net/pool_904/live/ww/bbc_radio_five_live/bbc_radio_five_live.isml/bbc_radio_five_live-audio%3d96000.norewind.m3u8
BBC Radio 6 Music,http://as-hls-ww-live.akamaized.net/pool_904/live/ww/bbc_6music/bbc_6music.isml/bbc_6music-audio%3d96000.norewind.m3u8
BBC Radio 1Xtra,http://as-hls-ww-live.akamaized.net/pool_904/live/ww/bbc_1xtra/bbc_1xtra.isml/bbc_1xtra-audio%3d96000.norewind.m3u8
BBC Radio 4 Extra,http://as-hls-ww-live.akamaized.net/pool_904/live/ww/bbc_radio_four_extra/bbc_radio_four_extra.isml/bbc_radio_four_extra-audio%3d96000.norewind.m3u8
BBC Radio 5 Sports Extra,http://as-hls-uk-live.akamaized.net/pool_904/live/uk/bbc_radio_five_live_sports_extra/bbc_radio_five_live_sports_extra.isml/bbc_radio_five_live_sports_extra-audio%3d96000.norewind.m3u8
BBC Asian Network,http://as-hls-ww-live.akamaized.net/pool_904/live/ww/bbc_asian_network/bbc_asian_network.isml/bbc_asian_network-audio%3d96000.norewind.m3u8
BBC World Service,http://a.files.bbci.co.uk/media/live/manifesto/audio/simulcast/hls/nonuk/sbr_low/ak/bbc_world_service.m3u8
Ukraine,#genre#
Pershyi Ⓢ,http://149.5.17.34:20041/play/a068
Rada TV Ⓢ,http://149.5.17.34:20041/play/a07b
1+1,http://149.5.17.34:20041/play/a06d
Suspilne Kultura,https://ext.cdn.nashnet.tv/228.0.0.141/index.m3u8
ICTV Ⓢ,http://91.210.251.166:4504/udp/239.0.2.21:4000
STB,http://cdnua03.hls.tv/133/hls/37a7d70ef2fcf08bcd712e4397c7d5c9/4592/stream.m3u8
Inter,http://149.5.17.34:20041/play/a05g
UNIAN TV,http://149.5.17.34:20041/play/a06s
Bigudi,http://149.5.17.34:20041/play/a06h
Армія ТБ,http://91.210.251.166:4535/udp/239.0.2.74:4000
TET Ⓢ,http://149.5.17.34:20041/play/a06f
2+2 Ⓢ,http://185.235.187.10:8888/play/2plus2/index.m3u8
M1 Ⓢ,http://185.235.187.11:8888/play/m1/index.m3u8
NTN,http://185.235.187.11:8888/play/ntn/index.m3u8
Mega,http://149.5.17.34:20041/play/a05k
ПлюсПлюс Ⓢ,http://185.235.187.11:8888/play/a00t/index.m3u8
Ми — Україна Ⓢ,http://149.5.17.34:20041/play/a06x
1+1 Україна Ⓢ,http://149.5.17.34:20041/play/a00s
ICTV2,http://46.18.107.105:9999/channel/n5ef91f61/index.mpeg?q=34f3e508660e39f2f68068dd1c8f4604
ОЦЕ ТБ Ⓢ,http://185.235.187.11:8888/play/a039/index.m3u8
K1,http://149.5.17.34:20041/play/a05m
K2,http://149.5.17.34:20041/play/a05o
Zoom,http://149.5.17.34:20041/play/a05q
Priamyi Ⓢ,http://149.5.17.34:20041/play/a061
Espreso TV Ⓢ,http://149.5.17.34:20041/play/a066
XSport Ⓢ,http://91.210.251.166:4858/udp/239.0.2.89:4000
Enter-Film,http://149.5.17.34:20041/play/a078
Piksel TV,https://ext.cdn.nashnet.tv/228.0.0.8/index.m3u8
5 Kanal,http://portal.ott.pink/watch/7/video.m3u8?geo=auto&token=CFEADF9789D77A45B3B359EE168CCCA6
Сонце Ⓢ,http://149.5.17.34:20041/play/a015
Comedy Central Ukraine Ⓢ,http://91.210.251.166:4550/udp/239.0.2.30:4000
Суспільне Крим Ⓢ,https://ext.cdn.nashnet.tv/228.0.0.71/index.m3u8
24 канал,http://streamvideol1.luxnet.ua/news24/smil:news24.stream.smil/chunklist.m3u8
Рибалка,http://91.210.251.166:4582/udp/239.0.2.104:4000
FREEДОМ Ⓢ,http://portal.ott.pink/watch/7431/video.m3u8?geo=auto&token=CFEADF9789D77A45B3B359EE168CCCA6
Суспільне Київ,http://portal.ott.pink/watch/7592/index.m3u8?geo=auto&token=CFEADF9789D77A45B3B359EE168CCCA6
34 Kanal Ⓢ,https://streamvideol.luxnet.ua/34ua/34ua.stream/playlist.m3u8
7 Kanal,http://cdn10.live-tv.od.ua:8081/7tvod/7tvod-abr/7tvod/7tvod/playlist.m3u8
Arhat TB,http://arhat.tv/public/720p/index.m3u8
ATR Ⓢ,http://stream.atr.ua/atr/live/index.m3u8
BamBarBia TV,http://cdn1.live-tv.od.ua:8081/bbb/bbbtv-abr/bbb/bbbtv-720p/playlist.m3u8
Che Pe Info Ⓢ,http://109.68.40.67/life/magnolia_3/index.m3u8
GIT,https://stream.uagit.tv/gittv.m3u8
GTV,http://cdn1.live-tv.od.ua:8081/a1od/gtvod-abr/a1od/gtvod-720p/playlist.m3u8
ID Fashion,https://idfashion.cdn-02.cosmonova.net.ua/hls/idfashion_ua_hi/index.m3u8?_=1602581479
Izmail TV Ⓢ,https://cdn10.live-tv.od.ua:8083/izod/izod-abr-lq/playlist.m3u8
Lale Ⓢ,http://stream.atr.ua/lale//live/index.m3u8
M2 Ⓢ,http://live.m2.tv/hls3/stream.m3u8
Pravda TYT,http://pravdatytkievshina-hls2.cosmonova.net.ua/hls/pravdatytkievshina_ua_hi/index.m3u8
Pryamyi,http://prm-hls1.cosmonova.net.ua/hls/prm_ua_hi/index.m3u8
